Workno,Fname,Lastname,Password,Assets,Income,Liabilities,NetWorth,Experience,Salaries_Income
25606,WELSH,JENKINS,1090,7546910,4119926,903927,10762909,6,200000
25607,HOLLEY,GUTIERREZ,1090,10740173,5317312,100720,15956765,8,250000
25608,RATLIFF,PERRY,1090,2358425,10615096,275749,12697772,8,250000
25609,MAYFIELD,BUTLER,1090,47631753,3781962,244559,51169156,20,450000
25610,TALLEY,BARNES,1090,6663235,5838821,116855,12385201,8,250000
25611,HAINES,FISHER,1090,4059585,2770728,702018,6128295,5,150000
25612,DALE,HENDERSON,1090,14314867,17945601,692084,31568384,15,400000
25613,GIBBONS,COLEMAN,1090,5404925,3112763,278576,8239112,6,200000
25614,HICKEY,SIMMONS,1090,27858325,15651566,876293,42633598,20,450000
25615,BYRNE,PATTERSON,1090,24329345,9070595,829687,32570253,15,400000
25616,KIRKLAND,JORDAN,1090,45488281,6796649,534784,51750146,20,450000
25617,FARRIS,REYNOLDS,1090,3157085,5018505,78992,8096598,6,200000
25618,CORREA,HAMILTON,1090,26191635,5965994,675131,31482498,15,400000
25619,TILLMAN,GRAHAM,1090,27565412,13902894,458527,41009779,20,450000
25620,SWEET,KIM,1090,43194929,10469451,947341,52717039,20,450000
25621,KESSLER,GONZALES,1090,29022698,17070236,521473,45571461,20,450000
25622,ENGLAND,ALEXANDER,1090,12720182,1352413,656476,13416119,8,250000
25623,HEWITT,RAMOS,1090,27601249,19833485,711118,46723616,20,450000
25624,BLANCO,WALLACE,1090,31614220,11333067,91688,42855599,20,450000
25625,CONNOLLY,GRIFFIN,1090,36253791,8049522,637346,43665967,20,450000
25626,PATE,WEST,1090,41642143,17347533,148003,58841673,20,450000
25627,ELDER,COLE,1090,35383894,10639005,264537,45758362,20,450000
25628,BRUNO,HAYES,1090,9395120,6998591,429492,15964219,8,250000
25629,HOLCOMB,CHAVEZ,1090,7084430,14550087,70849,21563668,10,300000
25630,HYDE,GIBSON,1090,49833839,6642293,766645,55709487,20,450000
25631,MCALLISTER,BRYANT,1090,41446689,10958159,728527,51676321,20,450000
25632,CASH,ELLIS,1090,21455706,10707859,990386,31173179,15,400000
25633,CHRISTOPHER,STEVENS,1090,46307924,17005544,420070,62893398,30,500000
25634,WHITFIELD,MURRAY,1090,48107299,18831902,672511,66266690,30,500000
25635,MEEKS,FORD,1090,7309007,2577923,910145,8976785,6,200000
25636,HATCHER,MARSHALL,1090,33700499,18990914,395193,52296220,20,450000
25637,FINK,OWENS,1090,16637441,15769432,411133,31995740,15,400000
25638,SUTHERLAND,MCDONALD,1090,38436399,18920101,694114,56662386,20,450000
25639,NOEL,HARRISON,1090,4858973,11339846,637950,15560869,8,250000
25640,RITCHIE,RUIZ,1090,43784302,13980957,713664,57051595,20,450000
25641,ROSA,KENNEDY,1090,37423499,7584219,104928,44902790,20,450000
25642,LEAL,WELLS,1090,43176497,3364160,971226,45569431,20,450000
25643,JOYNER,ALVAREZ,1090,594438,14804033,533324,14865147,8,250000
25644,STARR,WOODS,1090,33647077,10539660,477141,43709596,20,450000
25645,MORIN,MENDOZA,1090,14009167,5050319,386782,18672704,8,250000
25646,DELAROSA,CASTILLO,1090,10216916,6283640,826381,15674175,8,250000
25647,CONNOR,OLSON,1090,2186000,7188214,221910,9152304,6,200000
25648,HILTON,WEBB,1090,31635977,15020928,276350,46380555,20,450000
25649,ALSTON,WASHINGTON,1090,45312916,6007266,469426,50850756,20,450000
25650,GILLIAM,TUCKER,1090,47537787,10308459,331694,57514552,20,450000
25651,WYNN,FREEMAN,1090,32005524,16094000,734278,47365246,20,450000
25652,WILLS,BURNS,1090,46874225,8977235,604943,55246517,20,450000
25653,JARAMILLO,HENRY,1090,46387670,2695548,699878,48383340,20,450000
25654,ONEIL,VASQUEZ,1090,21166748,9480235,803454,29843529,10,300000
25655,NIEVES,SNYDER,1090,34787999,4088817,81005,38795811,15,400000
25656,BRITTON,SIMPSON,1090,15885124,5040316,730274,20195166,10,300000
25657,RANKIN,CRAWFORD,1090,20813693,11446279,692354,31567618,15,400000
25658,BELCHER,JIMENEZ,1090,42951829,3300290,757852,45494267,20,450000
25659,GUY,PORTER,1090,29487552,17555800,554823,46488529,20,450000
25660,CHAMBERLAIN,MASON,1090,31142811,17950533,627812,48465532,20,450000
25661,TYSON,SHAW,1090,1308472,5465027,367599,6405900,5,150000
25662,PUCKETT,GORDON,1090,47463275,13176644,415682,60224237,30,500000
25663,DOWNING,WAGNER,1090,31402609,5154158,834134,35722633,15,400000
25664,SHARPE,HUNTER,1090,26989459,18038099,236466,44791092,20,450000
25665,BOGGS,ROMERO,1090,44636108,16017469,602404,60051173,30,500000
25666,TRUONG,HICKS,1090,36733040,4073301,675820,40130521,20,450000
25667,PIERSON,DIXON,1090,7179132,6657198,827777,13008553,8,250000
25668,GODFREY,HUNT,1090,48854053,6987193,682252,55158994,20,450000
25669,MOBLEY,PALMER,1090,46343179,17673687,750700,63266166,30,500000
25670,JOHN,ROBERTSON,1090,17607949,2084544,809310,18883183,8,250000
25671,KERN,BLACK,1090,42347457,8819226,663020,50503663,20,450000
25672,DYE,HOLMES,1090,14269936,16147435,648074,29769297,10,300000
25673,HOLLIS,STONE,1090,32051914,14140789,38890,46153813,20,450000
25674,BRAVO,MEYER,1090,35456570,1486611,684978,36258203,15,400000
25675,MAGANA,BOYD,1090,6899081,1755130,6831,8647380,6,200000
25676,RUTHERFORD,MILLS,1090,31569469,1871318,970128,32470659,15,400000
25677,NG,WARREN,1090,43943906,11099596,261711,54781791,20,450000
25678,TUTTLE,FOX,1090,7652921,3432200,593646,10491475,6,200000
25679,LIM,ROSE,1090,16451513,1780660,55893,18176280,8,250000
25680,ROMANO,RICE,1090,19133078,15479471,134095,34478454,15,400000
25681,TREJO,MORENO,1090,35618556,3452554,533638,38537472,15,400000
25682,ARTHUR,SCHMIDT,1090,39097858,8221830,445264,46874424,20,450000
25683,KNOWLES,PATEL,1090,41972004,4237835,801005,45408834,20,450000
25684,LYON,FERGUSON,1090,40734913,5689755,200499,46224169,20,450000
25685,SHIRLEY,NICHOLS,1090,43424606,14103543,897421,56630728,20,450000
25686,QUINONES,HERRERA,1090,27974242,17241600,267827,44948015,20,450000
25687,CHILDS,MEDINA,1090,40536924,19248706,330492,59455138,20,450000
25688,DOLAN,RYAN,1090,20694879,11569024,260475,32003428,15,400000
25689,HEAD,FERNANDEZ,1090,45048090,17540800,228471,62360419,30,500000
25690,REYNA,WEAVER,1090,12580670,14708791,956918,26332543,10,300000
25691,SAENZ,DANIELS,1090,15373459,15398242,829119,29942582,10,300000
25692,HASTINGS,STEPHENS,1090,6048478,8566384,763243,13851619,8,250000
25693,KENNEY,GARDNER,1090,35491583,14881234,848971,49523846,20,450000
25694,CANO,PAYNE,1090,698914,15457511,34659,16121766,8,250000
25695,FOREMAN,KELLEY,1090,5897607,12264385,816989,17345003,8,250000
25696,DENTON,DUNN,1090,24574080,12592863,655092,36511851,15,400000
25697,VILLALOBOS,PIERCE,1090,45205140,2587153,128416,47663877,20,450000
25698,PRYOR,ARNOLD,1090,5645868,5689783,45156,11290495,6,200000
25699,SARGENT,TRAN,1090,24372881,5133954,405226,29101609,10,300000
25700,DOHERTY,SPENCER,1090,3092530,4062432,808025,6346937,5,150000
25701,HOPPER,PETERS,1090,14590760,19349394,357005,33583149,15,400000
25702,PHAN,HAWKINS,1090,26081579,1538016,911244,26708351,10,300000
25703,WOMACK,GRANT,1090,23353682,11910276,357771,34906187,15,400000
25704,LOCKHART,HANSEN,1090,19768764,17840903,827962,36781705,15,400000
25705,VENTURA,CASTRO,1090,32001290,15697995,220720,47478565,20,450000
25706,DWYER,HOFFMAN,1090,38313285,18252553,9470,56556368,20,450000
25707,MULLER,HART,1090,13359653,18259904,522506,31097051,15,400000
25708,GALINDO,ELLIOTT,1090,37556088,18000073,207748,55348413,20,450000
25709,GRACE,CUNNINGHAM,1090,24526650,7015217,151372,31390495,15,400000
25710,SORENSEN,KNIGHT,1090,3287229,16594579,699703,19182105,8,250000
25711,COURTNEY,BRADLEY,1090,28603299,8617360,634686,36585973,15,400000
25712,PARRA,CARROLL,1090,40316559,14789290,843559,54262290,20,450000
25713,RODRIGUES,HUDSON,1090,12219868,1783486,871849,13131505,8,250000
25714,NICHOLAS,DUNCAN,1090,29463529,6215640,983856,34695313,15,400000
25715,AHMED,ARMSTRONG,1090,43243191,1253044,901101,43595134,20,450000
25716,MCGINNIS,BERRY,1090,6966099,14299295,124110,21141284,10,300000
25717,LANGLEY,ANDREWS,1090,36700755,17223956,496718,53427993,20,450000
25718,MADISON,JOHNSTON,1090,31684892,11683240,51603,43316529,20,450000
25719,LOCKE,RAY,1090,34472274,6051773,787383,39736664,15,400000
25720,JAMISON,LANE,1090,1094469,1808330,640222,2262577,4,100000
25721,NAVA,RILEY,1090,30641580,16476608,118749,46999439,20,450000
25722,GUSTAFSON,CARPENTER,1090,32986832,5292453,42357,38236928,15,400000
25723,SYKES,PERKINS,1090,44392798,4962574,680671,48674701,20,450000
25724,DEMPSEY,AGUILAR,1090,18485412,11321772,213157,29594027,10,300000
25725,HAMM,SILVA,1090,2114950,13610364,789244,14936070,8,250000
25726,RODRIQUEZ,RICHARDS,1090,1125215,2549872,5320,3669767,4,100000
25727,MCGILL,WILLIS,1090,45698532,16379515,515754,61562293,30,500000
25728,XIONG,MATTHEWS,1090,20812240,5291282,648450,25455072,10,300000
25729,ESQUIVEL,CHAPMAN,1090,43134298,14955850,250713,57839435,20,450000
25730,SIMMS,LAWRENCE,1090,34485775,2023054,769756,35739073,15,400000
25731,KENDRICK,GARZA,1090,40188928,17731908,278775,57642061,20,450000
25732,BOYCE,VARGAS,1090,30603465,18703846,290416,49016895,20,450000
25733,VIGIL,WATKINS,1090,3055919,9139491,272230,11923180,6,200000
25734,DOWNEY,WHEELER,1090,8635150,9379170,402549,17611771,8,250000
25735,MCKENNA,LARSON,1090,30706428,10109791,272324,40543895,20,450000
25736,SIERRA,CARLSON,1090,27411116,6234084,40935,33604265,15,400000
25737,WEBBER,HARPER,1090,42819805,4896553,470690,47245668,20,450000
25738,KIRKPATRICK,GEORGE,1090,35722607,1540103,592862,36669848,15,400000
25739,DICKINSON,GREENE,1090,11207130,7036106,952929,17290307,8,250000
25740,COUCH,BURKE,1090,37816636,8206756,679136,45344256,20,450000
25741,BURKS,GUZMAN,1090,44955739,2822568,380877,47397430,20,450000
25742,SHEEHAN,MORRISON,1090,21716928,9324260,614465,30426723,15,400000
25743,SLAUGHTER,MUNOZ,1090,37758503,17030118,270372,54518249,20,450000
25744,PIKE,JACOBS,1090,42096468,6699464,859392,47936540,20,450000
25745,WHITLEY,OBRIEN,1090,22377556,19146910,895811,40628655,20,450000
25746,MAGEE,LAWSON,1090,19113782,12651688,427878,31337592,15,400000
25747,CHENG,FRANKLIN,1090,2676652,18082153,754956,20003849,10,300000
25748,SINCLAIR,LYNCH,1090,48655811,18862307,600861,66917257,30,500000
25749,CASSIDY,BISHOP,1090,3825718,16803706,157738,20471686,10,300000
25750,RUTLEDGE,CARR,1090,34177705,13464228,362875,47279058,20,450000
25751,BURRIS,SALAZAR,1090,17441338,4877919,960226,21359031,10,300000
25752,BOWLING,AUSTIN,1090,20923449,4417862,876686,24464625,10,300000
25753,CRABTREE,MENDEZ,1090,37581454,13075351,987004,49669801,20,450000
25754,MCNAMARA,GILBERT,1090,47232576,14338381,452512,61118445,30,500000
25755,AVALOS,JENSEN,1090,44242025,15090632,838691,58493966,20,450000
25756,VU,WILLIAMSON,1090,44162685,8152863,305079,52010469,20,450000
25757,HERRON,MONTGOMERY,1090,5582040,14052660,10033,19624667,8,250000
25758,BROUSSARD,HARVEY,1090,29093796,14195130,561475,42727451,20,450000
25759,ABRAHAM,OLIVER,1090,26538484,18682305,958878,44261911,20,450000
25760,GARLAND,HOWELL,1090,41195972,6401363,776034,46821301,20,450000
25761,CORBETT,DEAN,1090,30821830,15255987,741103,45336714,20,450000
25762,CORBIN,HANSON,1090,28115251,3534204,830927,30818528,15,400000
25763,STINSON,WEBER,1090,25771948,7529575,76761,33224762,15,400000
25764,CHIN,GARRETT,1090,38471520,10888444,637259,48722705,20,450000
25765,BURT,SIMS,1090,18842902,9806082,122567,28526417,10,300000
25766,HUTCHINS,BURTON,1090,11007994,1645380,450385,12202989,8,250000
25767,WOODRUFF,FULLER,1090,10358816,13847137,485524,23720429,10,300000
25768,LAU,SOTO,1090,22302946,5404771,23850,27683867,10,300000
25769,BRANDON,MCCOY,1090,41113557,14699358,920451,54892464,20,450000
25770,SINGER,WELCH,1090,27423412,5354527,949287,31828652,15,400000
25771,HATCH,CHEN,1090,8339789,2444190,863687,9920292,6,200000
25772,ROSSI,SCHULTZ,1090,19998939,7048461,111386,26936014,10,300000
25773,SHAFER,WALTERS,1090,44248610,6192702,866138,49575174,20,450000
25774,OTT,REID,1090,17234309,8802249,188865,25847693,10,300000
25775,GOSS,FIELDS,1090,18143297,19304071,937861,36509507,15,400000
25776,GREGG,WALSH,1090,37548100,9549670,956718,46141052,20,450000
25777,DEWITT,LITTLE,1090,12200513,15701170,752976,27148707,10,300000
25778,TANG,FOWLER,1090,44732112,9223024,196211,53758925,20,450000
25779,POLK,BOWMAN,1090,11160785,2392182,454938,13098029,8,250000
25780,WORLEY,DAVIDSON,1090,45405802,19982390,231767,65156425,30,500000
25781,COVINGTON,MAY,1090,29672127,19225205,201709,48695623,20,450000
25782,SALDANA,DAY,1090,14037484,16351111,587913,29800682,10,300000
25783,HELLER,SCHNEIDER,1090,18437778,13222106,603359,31056525,15,400000
25784,EMERY,NEWMAN,1090,42496883,11362267,242441,53616709,20,450000
25785,SWARTZ,BREWER,1090,9597186,2074384,849920,10821650,6,200000
25786,CHO,LUCAS,1090,14733490,9294381,453930,23573941,10,300000
25787,MCCRAY,HOLLAND,1090,17321665,4691447,933638,21079474,10,300000
25788,ELMORE,WONG,1090,20483896,8400361,58074,28826183,10,300000
25789,ROSENBERG,BANKS,1090,45175431,4887850,205121,49858160,20,450000
25790,SIMONS,SANTOS,1090,40515154,16095035,921948,55688241,20,450000
25791,CLEMONS,CURTIS,1090,39991227,10898181,704638,50184770,20,450000
25792,BEATTY,PEARSON,1090,29787109,1878881,189530,31476460,15,400000
25793,HARDEN,DELGADO,1090,34294671,1866406,824870,35336207,15,400000
25794,HERBERT,VALDEZ,1090,42852265,3592895,656622,45788538,20,450000
25795,BLAND,PENA,1090,3858914,17299387,720439,20437862,10,300000
25796,RUCKER,RIOS,1090,18613318,16079690,221851,34471157,15,400000
25797,MANLEY,DOUGLAS,1090,26350179,1961479,207167,28104491,10,300000
25798,ZIEGLER,SANDOVAL,1090,37305085,3461798,554059,40212824,20,450000
25799,GRADY,BARRETT,1090,38145827,8323703,462355,46007175,20,450000
25800,LOTT,HOPKINS,1090,14930133,6330326,126606,21133853,10,300000
25801,ROUSE,KELLER,1090,16321688,12986173,330987,28976874,10,300000
25802,GLEASON,GUERRERO,1090,49809490,4428190,349315,53888365,20,450000
25803,MCCLELLAN,STANLEY,1090,10701282,12734498,484110,22951670,10,300000
25804,ABRAMS,BATES,1090,22395184,14871023,417305,36848902,15,400000
25805,VO,ALVARADO,1090,42546338,17580173,900332,59226179,20,450000
25806,ALBRIGHT,BECK,1090,34062330,17808300,634183,51236447,20,450000
25807,MEIER,ORTEGA,1090,48890881,12855723,838550,60908054,30,500000
25808,DUNBAR,WADE,1090,16639534,13258459,383095,29514898,10,300000
25809,ACKERMAN,ESTRADA,1090,3661059,9099874,998960,11761973,6,200000
25810,PADGETT,CONTRERAS,1090,20972776,1335227,807561,21500442,10,300000
25811,MAYES,BARNETT,1090,9815676,4434819,511741,13738754,8,250000
25812,TIPTON,CALDWELL,1090,2145399,12491642,589212,14047829,8,250000
25813,COFFMAN,SANTIAGO,1090,43790578,6567218,834432,49523364,20,450000
25814,PERALTA,LAMBERT,1090,33241288,8559389,163387,41637290,20,450000
25815,SHAPIRO,POWERS,1090,22770053,9740278,279318,32231013,15,400000
25816,ROE,CHAMBERS,1090,4352838,16145885,412396,20086327,10,300000
25817,WESTON,NUNEZ,1090,42956247,4583946,983484,46556709,20,450000
25818,PLUMMER,CRAIG,1090,38985898,3115966,312235,41789629,20,450000
25819,HELTON,LEONARD,1090,8132708,4110712,532474,11710946,6,200000
25820,STERN,LOWE,1090,33458840,6614498,325282,39748056,15,400000
25821,FRASER,RHODES,1090,26021111,7239805,508915,32752001,15,400000
25822,STOVER,BYRD,1090,1781181,6153263,489673,7444771,5,150000
25823,FISH,GREGORY,1090,2720453,18481384,747080,20454757,10,300000
25824,SCHUMACHER,SHELTON,1090,16203492,3738246,546225,19395513,8,250000
25825,BACA,FRAZIER,1090,22036214,12943858,224877,34755195,15,400000
25826,CURRAN,BECKER,1090,46296224,14364158,478980,60181402,30,500000
25827,VINSON,MALDONADO,1090,27777502,9626265,336974,37066793,15,400000
25828,VERA,FLEMING,1090,35095865,5340901,257357,40179409,20,450000
25829,CLIFTON,VEGA,1090,20587483,17159832,287715,37459600,15,400000
25830,ERVIN,SUTTON,1090,11983564,12286379,175074,24094869,10,300000
25831,ELDRIDGE,COHEN,1090,20365086,7825393,874386,27316093,10,300000
25832,LOWRY,JENNINGS,1090,24880775,9895312,238903,34537184,15,400000
25833,CHILDRESS,PARKS,1090,23872400,8626772,82759,32416413,15,400000
25834,BECERRA,MCDANIEL,1090,43464625,4351178,569534,47246269,20,450000
25835,GORE,WATTS,1090,46290190,19979239,603164,65666265,30,500000
25836,SEYMOUR,BARKER,1090,43604878,12000680,547345,55058213,20,450000
25837,CHU,NORRIS,1090,30410245,7022437,208416,37224266,15,400000
25838,FIELD,VAUGHN,1090,32972520,8033791,18049,40988262,20,450000
25839,AKERS,VAZQUEZ,1090,9950921,11237533,798335,20390119,10,300000
25840,CARRASCO,HOLT,1090,49647279,4449571,208405,53888445,20,450000
25841,BINGHAM,SCHWARTZ,1090,40598307,10944165,254563,51287909,20,450000
25842,STERLING,STEELE,1090,31409933,7046101,698500,37757534,15,400000
25843,GREENWOOD,BENSON,1090,4810860,19029113,1262,23838711,10,300000
25844,LESLIE,NEAL,1090,30968017,15779327,415535,46331809,20,450000
25845,GROVES,DOMINGUEZ,1090,24885620,17468062,530653,41823029,20,450000
25846,MANUEL,HORTON,1090,19174666,6540421,505957,25209130,10,300000
25847,SWAIN,TERRY,1090,45180638,19943333,785647,64338324,30,500000
25848,EDMONDS,WOLFE,1090,13064691,5330403,312909,18082185,8,250000
25849,MUNIZ,HALE,1090,40759309,11757751,738574,51778486,20,450000
25850,THOMSON,LYONS,1090,29841758,3548159,383008,33006909,15,400000
25851,CROUCH,GRAVES,1090,43447428,16310759,401685,59356502,20,450000
25852,WALDEN,HAYNES,1090,38716896,16952810,550351,55119355,20,450000
25853,SMART,MILES,1090,1347197,18995993,877690,19465500,8,250000
25854,TOMLINSON,PARK,1090,19575377,15874952,693040,34757289,15,400000
25855,ALFARO,WARNER,1090,47483693,12034178,130162,59387709,20,450000
25856,QUICK,PADILLA,1090,42428699,9485997,788251,51126445,20,450000
25857,GOLDMAN,BUSH,1090,40913918,6425097,829779,46509236,20,450000
25858,MCELROY,THORNTON,1090,14782216,4068785,663726,18187275,8,250000
25859,YARBROUGH,MCCARTHY,1090,24397663,6882200,118486,31161377,15,400000
25860,FUNK,MANN,1090,37356310,2365709,508106,39213913,15,400000
25861,HONG,ZIMMERMAN,1090,24885692,6386187,741713,30530166,15,400000
25862,PORTILLO,ERICKSON,1090,1664852,2882375,499046,4048181,5,150000
25863,LUND,FLETCHER,1090,1269705,9779277,168844,10880138,6,200000
25864,NGO,MCKINNEY,1090,26614209,4231410,664288,30181331,15,400000
25865,ELKINS,PAGE,1090,48304177,2854739,663354,50495562,20,450000
25866,STROUD,DAWSON,1090,26547057,19645654,876995,45315716,20,450000
25867,MEREDITH,JOSEPH,1090,43376592,3150323,285900,46241015,20,450000
25868,BATTLE,MARQUEZ,1090,47512948,19464953,987552,65990349,30,500000
25869,MCCAULEY,REEVES,1090,6515848,16789727,24204,23281371,10,300000
25870,ZAPATA,KLEIN,1090,48002804,11803984,513893,59292895,20,450000
25871,BLOOM,ESPINOZA,1090,30017892,12377771,831751,41563912,20,450000
25872,GEE,BALDWIN,1090,2958422,1558336,643629,3873129,4,100000
25873,GIVENS,MORAN,1090,27900597,14457128,978756,41378969,20,450000
25874,CARDONA,LOVE,1090,28886214,4075323,531443,32430094,15,400000
25875,SCHAFER,ROBBINS,1090,1631260,10102585,936682,10797163,6,200000
25876,ROBISON,HIGGINS,1090,30190399,10635135,142911,40682623,20,450000
25877,GUNTER,BALL,1090,34345260,4061709,264915,38142054,15,400000
25878,GRIGGS,CORTEZ,1090,11495174,11845125,337751,23002548,10,300000
25879,TOVAR,LE,1090,29156265,18787880,835537,47108608,20,450000
25880,TEAGUE,GRIFFITH,1090,43528837,8889432,594809,51823460,20,450000
25881,SWIFT,BOWEN,1090,42531732,9579628,773926,51337434,20,450000
25882,BOWDEN,SHARP,1090,21470858,11756375,955863,32271370,15,400000
25883,SCHULZ,CUMMINGS,1090,45794366,19360199,535140,64619425,30,500000
25884,BLANTON,RAMSEY,1090,9918537,8931585,400585,18449537,8,250000
25885,BUCKNER,HARDY,1090,26407357,17464856,274749,43597464,20,450000
25886,WHALEN,SWANSON,1090,8948842,10316302,636225,18628919,8,250000
25887,PRITCHARD,BARBER,1090,4306279,4604132,76240,8834171,6,200000
25888,PIERRE,ACOSTA,1090,34679211,8661072,58008,43282275,20,450000
25889,KANG,LUNA,1090,4309600,5674428,370758,9613270,6,200000
25890,METCALF,CHANDLER,1090,41535759,2989235,109423,44415571,20,450000
25891,BUTTS,BLAIR,1090,42036037,8774360,924271,49886126,20,450000
25892,KURTZ,DANIEL,1090,17822410,1664645,8721,19478334,8,250000
25893,SANDERSON,CROSS,1090,26459266,18676812,763622,44372456,20,450000
25894,TOMPKINS,SIMON,1090,18485535,10428168,74517,28839186,10,300000
25895,INMAN,DENNIS,1090,18251188,9540474,746463,27045199,10,300000
25896,CROWDER,OCONNOR,1090,42240529,9411686,402796,51249419,20,450000
25897,DICKEY,QUINN,1090,14689033,17003369,748775,30943627,15,400000
25898,HUTCHISON,GROSS,1090,6560312,5169812,638581,11091543,6,200000
25899,CONKLIN,NAVARRO,1090,1565897,15108861,769006,15905752,8,250000
25900,HOSKINS,MOSS,1090,16270217,12915786,13934,29172069,10,300000
25901,HOLBROOK,FITZGERALD,1090,37998708,19977217,671361,57304564,20,450000
25902,HORNER,DOYLE,1090,27376745,13777782,112151,41042376,20,450000
25903,NEELY,MCLAUGHLIN,1090,17072444,18196050,914813,34353681,15,400000
25904,TATUM,ROJAS,1090,48354025,15247836,380653,63221208,30,500000
25905,HOLLINGSWORTH,RODGERS,1090,2723126,3670548,466000,5927674,5,150000
25906,DRAPER,STEVENSON,1090,9207896,14271771,920916,22558751,10,300000
25907,CLEMENT,SINGH,1090,40082209,17115003,866993,56330219,20,450000
25908,LORD,YANG,1090,17528050,18818936,796417,35550569,15,400000
25909,REECE,FIGUEROA,1090,19525600,6068505,923902,24670203,10,300000
25910,FELDMAN,HARMON,1090,41419887,18361260,819904,58961243,20,450000
25911,KAY,NEWTON,1090,12728011,5110704,573035,17265680,8,250000
25912,HAGEN,PAUL,1090,25066324,19173614,766269,43473669,20,450000
25913,CREWS,MANNING,1090,7635107,3296676,283552,10648231,6,200000
25914,BOWLES,GARNER,1090,9254933,13115238,296858,22073313,10,300000
25915,POST,MCGEE,1090,46690326,16064270,163358,62591238,30,500000
25916,JEWELL,REESE,1090,17108859,2945315,908124,19146050,8,250000
25917,DALEY,FRANCIS,1090,49638931,1209788,985729,49862990,20,450000
25918,CORDERO,BURGESS,1090,15434056,2268020,234887,17467189,8,250000
25919,MCKINLEY,ADKINS,1090,49215672,7696438,187885,56724225,20,450000
25920,VELASCO,GOODMAN,1090,12836516,14261070,248967,26848619,10,300000
25921,MASTERS,CURRY,1090,21097009,16247181,606542,36737648,15,400000
25922,DRISCOLL,BRADY,1090,13250948,14484722,549603,27186067,10,300000
25923,BURRELL,CHRISTENSEN,1090,27229954,13707029,398941,40538042,20,450000
25924,VALLE,POTTER,1090,5775702,13785318,646177,18914843,8,250000
25925,CROW,WALTON,1090,6377199,13158938,269386,19266751,8,250000
25926,DEVINE,GOODWIN,1090,43951657,15912221,623357,59240521,20,450000
25927,LARKIN,MULLINS,1090,31007123,15554053,375559,46185617,20,450000
25928,CHAPPELL,MOLINA,1090,5884554,15835949,908018,20812485,10,300000
25929,POLLOCK,WEBSTER,1090,30204299,2372393,171898,32404794,15,400000
25930,LY,FISCHER,1090,15199386,8079652,439130,22839908,10,300000
25931,KIMBALL,CAMPOS,1090,8243121,10623375,249631,18616865,8,250000
25932,SCHMITZ,AVILA,1090,14076913,11269196,550612,24795497,10,300000
25933,LU,SHERMAN,1090,7246993,16417289,88021,23576261,10,300000
25934,RUBIN,TODD,1090,17428313,14168183,499652,31096844,15,400000
25935,SELF,CHANG,1090,17046012,9022391,464480,25603923,10,300000
25936,BARRIOS,BLAKE,1090,38965899,9609446,415152,48160193,20,450000
25937,PEREIRA,MALONE,1090,47374130,13798316,436463,60735983,30,500000
25938,PHIPPS,WOLF,1090,28058633,14203622,221954,42040301,20,450000
25939,MCMANUS,HODGES,1090,48570643,9721115,360498,57931260,20,450000
25940,NANCE,JUAREZ,1090,38928983,10943447,79930,49792500,20,450000
25941,STEINER,GILL,1090,49966714,8474261,662255,57778720,20,450000
25942,POE,FARMER,1090,28207440,8910698,75717,37042421,15,400000
25943,CROCKETT,HINES,1090,24640868,7190849,14699,31817018,15,400000
25944,JEFFRIES,GALLAGHER,1090,20472539,14715738,913325,34274952,15,400000
25945,AMOS,DURAN,1090,3448043,1261924,402062,4307905,5,150000
25946,NIX,HUBBARD,1090,1001051,18913936,55878,19859109,8,250000
25947,NEWSOME,CANNON,1090,31220000,12745006,123934,43841072,20,450000
25948,DOOLEY,MIRANDA,1090,25532080,7782005,850934,32463151,15,400000
25949,PAYTON,WANG,1090,10934751,5379966,675123,15639594,8,250000
25950,ROSEN,SAUNDERS,1090,20697394,4908861,305583,25300672,10,300000
25951,SWENSON,TATE,1090,13593451,13235481,244479,26584453,10,300000
25952,CONNELLY,MACK,1090,17002987,9910709,925098,25988598,10,300000
25953,TOLBERT,HAMMOND,1090,43329832,9625778,769891,52185719,20,450000
25954,SEGURA,CARRILLO,1090,16217488,1417395,127080,17507803,8,250000
25955,ESPOSITO,TOWNSEND,1090,30824492,19970267,815878,49978881,20,450000
25956,COKER,WISE,1090,49670104,6789370,495231,55964243,20,450000
25957,BIGGS,INGRAM,1090,30443886,17910948,490594,47864240,20,450000
25958,HINKLE,BARTON,1090,36865350,15168996,738903,51295443,20,450000
25959,THURMAN,MEJIA,1090,21145592,3558782,636655,24067719,10,300000
25960,DREW,AYALA,1090,28536813,13101594,792689,40845718,20,450000
25961,IVEY,SCHROEDER,1090,40290411,4335598,604524,44021485,20,450000
25962,BULLARD,HAMPTON,1090,37432102,15146514,522454,52056162,20,450000
25963,BAEZ,ROWE,1090,35316983,3799164,791988,38324159,15,400000
25964,NEFF,PARSONS,1090,48790526,4373280,91137,53072669,20,450000
25965,MAHER,FRANK,1090,4928423,3816003,47380,8697046,6,200000
25966,STRATTON,WATERS,1090,49919589,15673985,894802,64698772,30,500000
25967,EGAN,STRICKLAND,1090,2120822,1931625,143896,3908551,4,100000
25968,DUBOIS,OSBORNE,1090,36827702,7521589,428018,43921273,20,450000
25969,GALLARDO,MAXWELL,1090,36196697,3281174,268144,39209727,15,400000
25970,BLUE,CHAN,1090,16206307,19401249,933906,34673650,15,400000
25971,RAINEY,DELEON,1090,43681172,18314271,329581,61665862,30,500000
